,case_number,date_occurred,time_occurred,location_desc,date_reported,time_reported,type,disposition
30,2019-00064206,11/2/2019,15:19,Lot 1d,11/2/2019,15:20,Injured/Sick Person,CBE
32,2019-00064215,11/2/2019,16:25,"Brendan Iribe Center, Iribe Center at 8125 Paint Branch Dr",11/2/2019,16:40,Injured/Sick Person,CBE
34,2019-00064220,11/2/2019,17:34,"Oakland, Oakland Hall at 3912 Denton Service Ln",11/2/2019,17:34,Check on the Welfare,CBE
36,2019-00064221,11/2/2019,17:36,"Oakland, Oakland Hall at 3912 Denton Service Ln",11/2/2019,17:36,Injured/Sick Person,CBE
38,2019-00064232,10/26/2019,12:00,5800 block of University Research Ct,11/2/2019,19:13,Theft,Investigation Pending
40,2019-00064251,11/2/2019,19:30,3900 block of Campus Dr,11/2/2019,22:18,Theft,Active/Pending
42,2019-00064306,11/3/2019,3:05,7300 block of Baltimore Ave,11/3/2019,3:05,Injured/Sick Person,CBE
44,2019-00064309,11/3/2019,2:00,3900 block of Denton Service Ln,11/3/2019,3:49,Injured/Sick Person,CBE
46,2019-00064348,10/23/2019,12:00,"Cambridge, Cambridge Hall at 4230 Farm Dr",11/3/2019,12:00,Identity Theft,Active/Pending
48,2019-00064390,11/3/2019,18:08,3400 block of Tulane Dr,11/3/2019,18:08,Theft,Arrest
50,2019-00064412,11/3/2019,20:45,4100 block of Valley Dr,11/3/2019,21:04,Injured/Sick Person,CBE
52,2019-00064522,11/4/2019,10:00,4000 block of Campus Dr,11/4/2019,10:00,Injured/Sick Person,CBE
54,2019-00064555,11/1/2019,16:30,"Armory, Reckord Armory at 4490 Rossborough Ln",11/4/2019,13:08,Vandalism,Active/Pending
56,2019-00064571,11/4/2019,10:40,Lot 1f,11/4/2019,15:10,Vehicle Tampering,Active/Pending
58,2019-00064572,11/4/2019,7:00,"Garage A, Lot 19, Lot U2, MLG, Mowatt Garage, Mowatt Lane Parking Garage, PG5 at 7591 Mowatt Ln",11/4/2019,15:27,Theft from Auto,Active/Pending
60,2019-00064613,11/4/2019,17:05,8000 block of Regents Dr,11/4/2019,17:05,Injured/Sick Person,CBE
62,2019-00064615,11/4/2019,10:00,Lot 11b,11/4/2019,17:50,Theft from Auto,Investigation Pending
64,2019-00064673,11/4/2019,23:26,4300 block of Rowalt Dr,11/4/2019,23:26,Suspicious Activity,CBE
66,2019-00064793,11/5/2019,11:26,Campus Dr,11/5/2019,11:26,Trespassing,Arrest
68,2019-00064797,11/3/2019,12:00,"Lefrak, Lefrak Hall at 7251 Preinkert Dr",11/5/2019,12:32,Telephone/EMail Misuse,Investigation Pending
70,2019-00064799,11/5/2019,13:59,"Van Munching, Van Munching Hall at 7699 Mowatt Ln",11/5/2019,13:59,Hazardous Condition,CBE
72,2019-00064801,11/2/2019,10:00,"Leonardtown #247, Leonardtown at 4713 Rossborough Ln",11/5/2019,14:02,Theft,Investigation Pending
74,2019-00064802,11/5/2019,8:00,"Comcast Center, Xfinity, Xfinity Center at 8500 Paint Branch Dr",11/5/2019,14:30,Theft,Investigation Pending
76,2019-00064840,11/1/2019,3:30,"Brendan Iribe Center, Iribe Center at 8125 Paint Branch Dr",11/5/2019,16:23,Theft,Active/Pending
78,2019-00064970,11/5/2019,23:37,Campus Dr,11/5/2019,23:37,Assist Other Agency,CBE
80,2019-00064994,11/6/2019,1:40,"College Park Metro, Metro at 4600 River Rd",11/6/2019,1:40,DWI/DUI,Arrest
82,2019-00065056,11/6/2019,6:30,Lot 11b,11/6/2019,10:25,Theft,Investigation Pending
84,2019-00065060,11/6/2019,10:56,"Tawes, Tawes Hall at 7751 Alumni Dr",11/6/2019,10:56,Trespassing,Arrest
86,2019-00065074,11/2/2019,18:00,Lot 11b,11/6/2019,14:15,Theft from Auto,Active/Pending
88,2019-00065076,11/6/2019,14:31,"Bio Psych, Biology-Psychology Building at 4094 Campus Dr",11/6/2019,14:31,Injured/Sick Person,CBE
90,2019-00065099,11/5/2019,21:00,"Leonardtown #248, Leonardtown at 7567 Yale Ave",11/6/2019,18:29,Theft,Active/Pending
92,2019-00065102,11/4/2019,9:00,Paint Branch Dr,11/6/2019,18:35,Vandalism,Active/Pending
94,2019-00065212,11/7/2019,1:03,University Blvd,11/7/2019,1:03,DWI/DUI,Arrest
96,2019-00065326,10/22/2019,21:17,4200 block of Campus Dr,11/7/2019,12:31,Telephone/EMail Misuse,Active/Pending
98,2019-00065393,11/7/2019,22:22,Paint Branch Dr,11/7/2019,22:23,Injured/Sick Person,CBE
100,2019-00065427,11/7/2019,23:29,Elkton at 3981 Denton Service Ln,11/7/2019,23:29,Injured/Sick Person,CBE
102,2019-00065460,11/8/2019,0:25,Knox Rd,11/8/2019,0:25,DWI/DUI,Arrest
104,2019-00065489,11/8/2019,1:56,Baltimore Ave,11/8/2019,1:56,DWI/DUI,Arrest
106,2019-00065493,11/8/2019,3:23,7500 block of Dickinson Ave,11/8/2019,3:23,Alcohol Violation,Arrest
108,2019-00065590,11/8/2019,14:47,Pocomoke at 7569 Baltimore Ave,11/8/2019,14:47,Warrant/Summons Service,Arrest
110,2019-00065606,11/8/2019,17:25,Knox Rd,11/8/2019,17:30,CDS Violation,Arrest
112,2019-00065656,11/8/2019,20:30,4300 block of Hartwick Rd,11/8/2019,22:18,Assist Other Agency,CBE
114,2019-00065676,11/9/2019,0:13,4100 block of Farm Dr,11/9/2019,0:13,Injured/Sick Person,CBE
116,2019-00065678,11/9/2019,0:30,Cornerstone at 7325 Baltimore Ave,11/9/2019,0:37,Disorderly Conduct,Arrest
118,2019-00065682,11/9/2019,1:59,"Annapolis, Annapolis Hall at 7626 Regents Dr",11/9/2019,1:59,Injured/Sick Person,CBE
120,2019-00065683,11/9/2019,2:00,4400 block of Lehigh Rd,11/9/2019,2:06,Injured/Sick Person,CBE
122,2019-00065687,11/9/2019,3:33,4100 block of Valley Dr,11/9/2019,3:33,Vandalism,CBE
124,2019-00065693,11/9/2019,5:06,"Bel Air, Bel Air Hall at 4213 Valley Dr",11/9/2019,5:06,Burglary,Investigation Pending
126,2019-00065799,11/9/2019,17:53,340 block of Ehrensberger Dr,11/9/2019,17:53,Damaged Property,Active/Pending
128,2019-00065801,11/9/2019,18:10,7600 block of Library Ln,11/9/2019,18:10,Injured/Sick Person,CBE
130,2019-00065818,11/9/2019,20:45,7500 block of Princeton Ave,11/9/2019,20:47,Assist Other Agency,CBE
132,2019-00065834,11/10/2019,3:29,Ellicott at 4052 Stadium Dr,11/10/2019,3:29,Injured/Sick Person,CBE
134,2019-00065876,11/10/2019,13:19,3900 block of Campus Dr,11/10/2019,13:35,Theft,Active/Pending
136,2019-00066057,11/11/2019,10:41,"Hornbake, Hornbake Library at 4130 Campus Dr",11/11/2019,10:41,Theft,Investigation Pending
138,2019-00066058,11/11/2019,10:51,4100 block of Campus Dr,11/11/2019,10:51,Injured/Sick Person,CBE
140,2019-00066125,11/11/2019,13:50,"Van Munching, Van Munching Hall at 7699 Mowatt Ln",11/11/2019,16:11,Theft,Active/Pending
142,2019-00066166,11/11/2019,19:05,7400 block of Dickinson Ave,11/11/2019,19:11,Assist Other Agency,CBE
144,2019-00066168,11/11/2019,19:47,7000 block of Preinkert Dr,11/11/2019,19:47,Fraud,Active/Pending
146,2019-00066182,11/11/2019,22:20,Cambridge Community Center at 4232 Farm Dr,11/11/2019,22:30,Injured/Sick Person,CBE
148,2019-00066279,11/12/2019,9:10,4400 block of Campus Dr,11/12/2019,9:10,Burglary,Investigation Pending
150,2019-00066295,11/12/2019,{NO TIME},7600 block of Library Ln,11/12/2019,10:15,Theft,Unfounded
152,2019-00066383,11/12/2019,15:30,Knox Rd,11/12/2019,15:40,Suspicious Person/Auto,Arrest
154,2019-00066392,8/23/2019,17:11,7500 block of Calvert Service Ln,11/12/2019,17:11,Rape (Title IX Related),CBE
156,2019-00066419,11/8/2019,21:00,Pocomoke at 7569 Baltimore Ave,11/12/2019,22:11,Dept Property Damage/Loss,CBE
158,2019-00066562,11/13/2019,13:12,Health Center at 3983 Campus Dr,11/13/2019,13:12,Title IX Incident Non Criminal,CBE
160,2019-00066563,11/13/2019,13:29,6200 block of Baltimore Ave,11/13/2019,13:29,Accident - Departmental,CBE
162,2019-00066582,11/13/2019,16:00,Pamela Rd/quaterfield Rd,11/13/2019,17:17,Injured Officer,CBE
164,2019-00066615,11/13/2019,14:15,7000 block of Preinkert Dr,11/13/2019,19:22,Theft,Arrest
166,2019-00066649,11/13/2019,20:00,4100 block of Farm Dr,11/13/2019,23:07,Theft,Investigation Pending
168,2019-00066687,11/14/2019,0:33,"Leonardtown #239, Leonardtown at 4610 Norwich Rd",11/14/2019,0:33,Injured/Sick Person,CBE
170,2019-00066694,11/14/2019,1:06,University Blvd,11/14/2019,1:06,DWI/DUI,Arrest
172,2019-00066723,11/13/2019,19:00,340 block of Ehrensberger Dr,11/14/2019,7:00,Theft from Auto,Investigation Pending
174,2019-00066916,11/15/2019,1:03,Adelphi Rd,11/15/2019,1:03,DWI/DUI,Arrest
176,2019-00066945,11/15/2019,3:03,"College Park Fire Station, Company 12 at 8115 Baltimore Ave",11/15/2019,3:03,DWI/DUI,Arrest
178,2019-00066998,11/15/2019,13:14,"Tawes, Tawes Hall at 7751 Alumni Dr",11/15/2019,14:14,Injured/Sick Person,CBE
180,2019-00066999,11/15/2019,13:00,"Armory, Reckord Armory at 4490 Rossborough Ln",11/15/2019,14:15,Injured/Sick Person,CBE
182,2019-00067050,11/15/2019,17:13,4300 block of Knox Rd,11/15/2019,17:15,CDS Violation,Arrest
184,2019-00067123,11/15/2019,21:53,"Comcast Center, Xfinity, Xfinity Center at 8500 Paint Branch Dr",11/15/2019,21:53,Dept Property Damage/Loss,CBE
186,2019-00067137,11/15/2019,22:31,4000 block of Stadium Dr,11/15/2019,22:31,CDS Violation,Arrest
188,2019-00067162,11/16/2019,{NO TIME},Cornerstone at 7325 Baltimore Ave,11/16/2019,0:12,Injured/Sick Person,CBE
190,2019-00067164,11/16/2019,0:34,7300 block of Baltimore Ave,11/16/2019,0:34,Injured/Sick Person,CBE
192,2019-00067165,11/16/2019,0:35,7400 block of Baltimore Ave,11/16/2019,0:35,CDS Violation,Arrest
194,2019-00067176,11/16/2019,2:42,7500 block of Mowatt Ln,11/16/2019,2:42,Injured/Sick Person,CBE
196,2019-00067257,11/16/2019,12:33,4000 block of Stadium Dr,11/16/2019,12:33,CDS Violation,CBE
198,2019-00067328,11/16/2019,20:00,340 block of Ehrensberger Dr,11/16/2019,20:01,Injured/Sick Person,CBE
200,2019-00067338,11/16/2019,21:00,"Leonardtown #247, Leonardtown at 4713 Rossborough Ln",11/16/2019,21:09,Suspicious Activity,Unfounded
202,2019-00067343,11/16/2019,2:30,4600 block of College Ave,11/16/2019,21:38,Assist Other Agency,CBE
204,2019-00067344,11/16/2019,21:45,3900 block of Denton Service Ln,11/16/2019,21:45,Injured/Sick Person,CBE
206,2019-00067476,11/17/2019,6:30,4200 block of Knox Rd,11/17/2019,12:21,Assist Other Agency,CBE
208,2019-00067543,11/17/2019,17:15,Sigma Kappa at 10 Fraternity Row,11/17/2019,17:26,Suspicious Activity,Active/Pending
210,2019-00067580,11/17/2019,2:30,8700 block of Baltimore Ave,11/17/2019,21:13,Assist Other Agency,CBE
212,2019-00067596,9/15/2019,{NO TIME},Prince Frederick at 7030 Preinkert Dr,11/17/2019,23:14,Telephone/EMail Misuse (Title IX Related),CBE
214,2019-00067610,11/18/2019,1:11,"Oakland, Oakland Hall at 3912 Denton Service Ln",11/18/2019,1:11,CDS Violation,Arrest
216,2019-00067644,11/18/2019,7:54,Cambridge Community Center at 4232 Farm Dr,11/18/2019,7:54,Vandalism,Active/Pending
218,2019-00067724,11/18/2019,12:55,Health Center at 3983 Campus Dr,11/18/2019,12:55,Emergency Petition,CBE
220,2019-00067739,11/18/2019,14:30,"Brendan Iribe Center, Iribe Center at 8125 Paint Branch Dr",11/18/2019,14:30,Theft,Active/Pending
222,2019-00067742,11/18/2019,5:30,Lot 11b,11/18/2019,14:53,Theft,Investigation Pending
224,2019-00067759,11/18/2019,5:45,Lot 11b,11/18/2019,15:36,Theft,Investigation Pending
226,2019-00067840,10/1/2019,12:00,Delta Gamma at 4518 Knox Rd,11/18/2019,19:17,Title IX Incident Non Criminal,CBE
228,2019-00067870,11/18/2019,21:27,4200 block of Valley Dr,11/18/2019,21:27,CDS Violation,Arrest
230,2019-00067907,11/19/2019,1:47,Baltimore Ave,11/19/2019,1:47,DWI/DUI,Arrest
232,2019-00067928,11/19/2019,2:00,Denton at 3854 Stadium Dr,11/19/2019,6:00,Assault,CBE
234,2019-00067969,11/19/2019,10:50,Campus Dr,11/19/2019,11:25,Other Service Call,CBE
236,2019-00067983,11/11/2019,8:00,"Bio Psych, Biology-Psychology Building at 4094 Campus Dr",11/19/2019,12:21,Burglary,Active/Pending
238,2019-00068001,10/18/2018,0:01,"Comcast Center, Xfinity, Xfinity Center at 8500 Paint Branch Dr",11/19/2019,14:34,Assist Other Agency,Active/Pending
240,2019-00068004,11/17/2019,18:00,Ellicott at 4052 Stadium Dr,11/19/2019,14:36,Pedestrian Struck,Active/Pending
242,2019-00068034,11/13/2019,14:00,Lot LL5,11/19/2019,17:14,Suspicious Activity,Active/Pending
244,2019-00068035,10/15/2019,1:40,Pi Kappa Alpha at 2 Fraternity Row,11/19/2019,17:26,Other Incident,Arrest
246,2019-00068052,11/19/2019,19:10,Paint Branch Dr / Azalea Ln,11/19/2019,19:17,Injured/Sick Person,CBE
248,2019-00068054,11/19/2019,20:00,"Oakland, Oakland Hall at 3912 Denton Service Ln",11/19/2019,20:12,CDS Violation,Arrest
250,2019-00068055,11/19/2019,20:27,North Gate at 4306 Campus Dr,11/19/2019,20:27,Assist Other Agency,CBE
252,2019-00068057,11/19/2019,11:10,"Comcast Center, Xfinity, Xfinity Center at 8500 Paint Branch Dr",11/19/2019,20:55,Hate Bias Incident,Investigation Pending
254,2019-00068077,11/19/2019,21:30,4600 block of Knox Rd,11/19/2019,22:54,Assist Other Agency,CBE
256,2019-00068115,11/20/2019,0:43,University Blvd,11/20/2019,0:43,Injured/Sick Person,CBE
258,2019-00068123,11/20/2019,2:09,Baltimore Ave,11/20/2019,2:09,DWI/DUI,Arrest
260,2019-00068176,11/19/2019,18:00,"Ellicott Area Dining Hall, Ellicott Dining Hall at 4028 Stadium Dr",11/20/2019,9:01,Other Incident,CBE
262,2019-00068243,11/20/2019,16:10,"HHP, PERH, Public Health, School of Public Health Building, SPH at 4200 Valley Dr",11/20/2019,16:37,Injured/Sick Person,CBE
264,2019-00068266,11/20/2019,19:25,4200 block of Lehigh Rd,11/20/2019,19:25,Injured/Sick Person,CBE
266,2019-00068344,11/20/2019,23:14,"Tau Kappa Epsilon, TKE at 3 Fraternity Row",11/20/2019,23:14,CDS Violation,Arrest
268,2019-00068353,11/20/2019,23:31,"A James Clark Hall, A. James Clark Hall, A.J. Clark Hall, Clark, Clark Hall at 8278 Paint Branch Dr",11/20/2019,23:31,Injured/Sick Person,CBE
270,2019-00068359,11/20/2019,23:39,4600 block of Norwich Rd,11/20/2019,23:39,Injured/Sick Person,CBE
272,2019-00068483,11/14/2019,14:00,3900 block of Campus Dr,11/21/2019,12:45,Damage to State Property,CBE
274,2019-00068484,11/21/2019,12:45,4100 block of Valley Dr,11/21/2019,12:57,CDS Violation,CBE
276,2019-00068623,11/21/2019,23:56,College Ave,11/21/2019,23:56,CDS Violation,Arrest
278,2019-00068649,11/22/2019,2:22,4500 block of Hartwick Rd,11/22/2019,2:22,Disorderly Conduct,Arrest
280,2019-00068717,11/22/2019,11:15,"PG3, SDG, Stadium Drive Garage, Stadium Drive Parking Garage at 4025 Stadium Dr",11/22/2019,13:13,Indecent Exposure,Investigation Pending
282,2019-00068718,11/21/2019,11:45,Harvard Rd,11/22/2019,13:12,Assist Other Agency,CBE
284,2019-00068895,11/22/2019,20:10,4200 block of Lehigh Rd,11/22/2019,20:29,Injured/Sick Person,Active/Pending
286,2019-00068940,11/22/2019,21:00,Baltimore at 7497 Calvert Service Ln,11/22/2019,21:41,Injured/Sick Person,CBE
288,2019-00069019,11/22/2019,23:45,7300 block of Baltimore Ave,11/22/2019,23:58,Injured/Sick Person,CBE
290,2019-00069056,11/23/2019,1:15,7400 block of Baltimore Ave,11/23/2019,1:23,Injured/Sick Person,CBE
292,2019-00069057,11/23/2019,{NO TIME},4200 block of Lehigh Rd,11/23/2019,1:30,Assault,CBE
294,2019-00069107,11/23/2019,10:17,"MFRI, MFRI Office/Classroom Building at 4500 Campus Dr",11/23/2019,10:17,Injured/Sick Person,CBE
296,2019-00069208,11/23/2019,16:45,"Capital One Field at Maryland Stadium, Maryland Stadium",11/23/2019,16:49,Injured/Sick Person,CBE
298,2019-00069209,11/23/2019,1:00,4100 block of Farm Dr,11/23/2019,17:03,Theft,Active/Pending
300,2019-00069266,11/23/2019,22:16,4100 block of Valley Dr,11/23/2019,22:16,Alcohol Violation,CBE
302,2019-00069298,11/24/2019,0:55,Easton at 3917 Denton Service Ln,11/24/2019,0:55,Vandalism,CBE
304,2019-00069302,11/23/2019,22:00,4100 block of Farm Dr,11/24/2019,1:18,Vandalism,Active/Pending
306,2019-00069305,11/24/2019,2:05,4000 block of Stadium Dr,11/24/2019,2:05,Emergency Petition,CBE
308,2019-00069309,11/24/2019,3:15,"Hillel, Hillel Jewish Center at 7612 Mowatt Ln",11/24/2019,3:18,Injured/Sick Person,CBE
310,2019-00069311,11/24/2019,4:14,"Arena Drive Parking Garage, Lot 6, PG4, Terrapin Trail Parking Garage, TTG at 4155 Terrapin Trl",11/24/2019,4:14,CDS Violation,Arrest
312,2019-00069465,11/24/2002,19:15,"Arena Drive Parking Garage, Lot 6, PG4, Terrapin Trail Parking Garage, TTG at 4155 Terrapin Trl",11/24/2019,19:49,Injured/Sick Person,CBE
314,2019-00069502,11/24/2019,22:16,4100 block of Valley Dr,11/24/2019,22:16,Other Incident,CBE
316,2019-00069525,11/24/2019,22:45,3800 block of Stadium Dr,11/24/2019,23:01,CDS Violation,Arrest
318,2019-00069633,11/21/2019,16:00,4300 block of Chapel Ln,11/25/2019,9:01,Vandalism,Active/Pending
320,2019-00069644,11/19/2019,12:43,7000 block of Preinkert Dr,11/25/2019,9:47,Fraud,Arrest
322,2019-00069690,11/25/2019,15:37,Knox Rd,11/25/2019,15:37,CDS Violation,Arrest
324,2019-00069772,11/25/2019,12:50,3900 block of Campus Dr,11/25/2019,17:55,Theft,Arrest
326,2019-00069783,11/23/2019,17:30,3900 block of Campus Dr,11/25/2019,18:44,Suspicious Activity,Active/Pending
328,2019-00069832,11/25/2019,23:45,Baltimore Ave,11/25/2019,23:47,Injured/Sick Person,CBE
330,2019-00069963,11/26/2019,10:40,"Kirwan Hall, Mathematics, Mathematics Building, William E. Kirwan Hall, William Kirwan Hall at 4176 Campus Dr",11/26/2019,17:51,Theft,Active/Pending
332,2019-00070272,11/28/2019,0:17,8000 block of Boteler Ln,11/28/2019,0:17,CDS Violation,Arrest
334,2019-00070293,11/28/2019,1:26,Baltimore Ave,11/28/2019,1:26,DWI/DUI,Arrest
336,2019-00070439,11/28/2019,22:34,7500 block of Mowatt Ln,11/28/2019,22:34,CDS Violation,Arrest
338,2019-00070710,11/29/2019,23:36,South Gate at 7567 Regents Dr,11/29/2019,23:36,Injured/Sick Person,CBE
340,2019-00070718,11/30/2019,0:03,Valley Dr,11/30/2019,0:03,DWI/DUI,Arrest
342,2019-00070740,11/30/2019,1:22,Baltimore Ave,11/30/2019,1:22,DWI/DUI,Arrest
344,2019-00070797,11/24/2019,17:00,3400 block of Tulane Dr,11/30/2019,13:04,Theft,Active/Pending
0,2019-00071106,12/1/2019,9:00,"Armory, Reckord Armory at 4490 Rossborough Ln",12/1/2019,16:52,Theft,Investigation Pending
2,2019-00071142,12/1/2019,18:33,7000 block of Preinkert Dr,12/1/2019,18:33,Other Incident,CBE
4,2019-00071190,12/1/2019,23:15,Lot 2a,12/1/2019,23:32,Suspicious Person/Auto,Arrest
6,2019-00071251,12/2/2019,7:15,1200 block of Van Se St,12/2/2019,8:08,Dept Property Damage/Loss,CBE
8,2019-00071253,12/2/2019,8:10,"Ellicott Area Dining Hall, Ellicott Dining Hall at 4028 Stadium Dr",12/2/2019,8:10,Theft,CBE
10,2019-00071353,11/22/2019,14:30,7500 block of Yale Ave,12/2/2019,14:53,Theft,Active/Pending
12,2019-00071388,12/2/2019,16:30,7600 block of Library Ln,12/2/2019,19:37,Theft,Active/Pending
14,2019-00071396,12/2/2019,20:00,Centreville at 4243 Valley Dr,12/2/2019,20:19,CDS Violation,CBE
16,2019-00071415,12/2/2019,23:07,University Blvd,12/2/2019,23:07,DWI/DUI,Arrest
18,2019-00071416,12/2/2019,23:42,7200 block of Preinkert Dr,12/2/2019,23:46,Injured/Sick Person,CBE
20,2019-00071454,12/3/2019,8:51,4100 block of Valley Dr,12/3/2019,8:51,Injured/Sick Person,CBE
22,2019-00071495,12/3/2019,11:51,Catholic Student Center at 4141 Guilford Dr,12/3/2019,11:51,Theft,Active/Pending
24,2019-00071511,11/15/2019,6:30,"Skinner, Skinner Building at 4300 Chapel Ln",12/3/2019,13:59,Theft from Auto,Active/Pending
26,2019-00071582,12/3/2019,21:39,"Tawes, Tawes Hall at 7751 Alumni Dr",12/3/2019,21:39,Injured/Sick Person,CBE
28,2019-00071591,12/3/2019,22:28,3900 block of Denton Service Ln,12/3/2019,22:28,CDS Violation,Arrest
30,2019-00071639,12/4/2019,0:28,4100 block of Farm Dr,12/4/2019,0:28,Emergency Petition,CBE
32,2019-00071642,12/3/2019,22:55,Elkton at 3981 Denton Service Ln,12/4/2019,1:25,Suspicious Activity,CBE
34,2019-00071645,12/4/2019,2:38,Lot 11b,12/4/2019,2:38,DWI/DUI,Arrest
36,2019-00071828,12/4/2019,21:51,4200 block of Lehigh Rd,12/4/2019,21:51,Injured/Sick Person,CBE
38,2019-00071929,12/4/2019,15:00,"Kirwan Hall, Mathematics, Mathematics Building, William E. Kirwan Hall, William Kirwan Hall at 4176 Campus Dr",12/5/2019,9:53,Check on the Welfare,CBE
40,2019-00071968,12/3/2019,8:30,"Club House, Golf Course Club House at 3800 Golf Course Rd",12/5/2019,12:31,Vandalism,Investigation Pending
42,2019-00072054,12/5/2019,21:48,7500 block of Calvert Service Ln,12/5/2019,21:48,Injured/Sick Person,CBE
44,2019-00072110,12/6/2019,0:17,Baltimore Ave,12/6/2019,0:17,DWI/DUI,Arrest
46,2019-00072195,12/6/2019,3:14,Somerset at 7567 Preinkert Dr,12/6/2019,3:14,Injured/Sick Person,CBE
48,2019-00072464,12/6/2019,23:15,8600 block of Boteler Ln,12/7/2019,0:12,Other Incident,Arrest
50,2019-00072465,12/7/2019,{NO TIME},7500 block of Regents Dr,12/7/2019,0:40,Injured/Sick Person,CBE
52,2019-00072470,12/7/2019,1:04,8 Fraternity Row,12/7/2019,1:04,Injured/Sick Person,CBE
54,2019-00072485,12/7/2019,1:37,6 Fraternity Row,12/7/2019,1:39,CDS Violation,Arrest
56,2019-00072488,12/7/2019,2:05,Catholic Student Center at 4141 Guilford Dr,12/7/2019,2:05,Assist Other Agency,CBE
58,2019-00072495,12/7/2019,3:21,4000 block of Stadium Dr,12/7/2019,3:21,Injured/Sick Person,CBE
60,2019-00072533,12/7/2019,6:41,Pocomoke at 7569 Baltimore Ave,12/7/2019,7:00,Suspicious Activity,CBE
62,2019-00072570,12/7/2019,13:30,Somerset at 7567 Preinkert Dr,12/7/2019,13:36,Injured/Sick Person,CBE
64,2019-00072577,12/7/2019,16:00,Lot 11b,12/7/2019,16:06,CDS Violation,CBE
66,2019-00072730,12/7/2019,23:30,University Blvd,12/7/2019,23:40,Assist Other Agency,CBE
68,2019-00072749,12/8/2019,2:55,Sigma Delta Tau at 4516 Knox Rd,12/8/2019,2:55,Injured/Sick Person,CBE
70,2019-00072777,12/8/2019,7:01,4100 block of Farm Dr,12/8/2019,7:01,Injured/Sick Person,CBE
72,2019-00072795,12/7/2019,22:00,The Hotel at 7777 Baltimore Ave,12/8/2019,9:15,Other Incident,CBE
74,2019-00072889,12/7/2019,{NO TIME},Lot 1b,12/8/2019,17:21,Emergency Petition,CBE
76,2019-00072956,12/9/2019,0:15,Lot UU,12/9/2019,0:29,Emergency Petition,CBE
78,2019-00072965,12/9/2019,3:00,4200 block of Lehigh Rd,12/9/2019,3:17,Injured/Sick Person,CBE
